epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,2221.51,1.00963,0.7901,1.15134,0.89264,0.71946,0.82806,0.60584,0.962,0.68268,1.02172,0.0008911,0.0008911,0.0008911
112,2241.59,1.0011,0.77911,1.13865,0.88578,0.71992,0.82549,0.61227,0.92388,0.68773,1.02367,0.00089011,0.00089011,0.00089011
113,2261.52,1.00898,0.78148,1.14955,0.86766,0.73184,0.82308,0.59923,0.98707,0.69757,1.03914,0.00088912,0.00088912,0.00088912
114,2281.48,1.01548,0.7891,1.14767,0.88848,0.71992,0.81724,0.60256,0.94885,0.69695,1.036,0.00088813,0.00088813,0.00088813
115,2301.62,1.01749,0.78946,1.16149,0.84848,0.74347,0.82269,0.60216,0.97254,0.71121,1.05857,0.00088714,0.00088714,0.00088714
116,2321.61,1.00373,0.78168,1.14631,0.86391,0.73786,0.82346,0.59626,0.96802,0.70612,1.03526,0.00088615,0.00088615,0.00088615
117,2341.53,1.03072,0.78385,1.15786,0.84615,0.73272,0.82143,0.60403,0.96306,0.71848,1.03695,0.00088516,0.00088516,0.00088516
118,2361.28,1.00416,0.7952,1.14605,0.84781,0.74245,0.82088,0.59216,0.98506,0.71967,1.04134,0.00088417,0.00088417,0.00088417
119,2381.07,0.98972,0.76666,1.12981,0.86593,0.72709,0.82116,0.57073,1.07553,0.72758,1.08891,0.00088318,0.00088318,0.00088318
120,2400.91,0.98984,0.76519,1.132,0.85397,0.73061,0.81801,0.59724,0.95417,0.70502,1.03862,0.00088219,0.00088219,0.00088219
121,2420.81,1.02407,0.7838,1.15081,0.88445,0.70609,0.81926,0.59523,0.95969,0.71626,1.04167,0.0008812,0.0008812,0.0008812
122,2440.69,0.99209,0.77029,1.14156,0.86727,0.72965,0.82585,0.6028,0.97816,0.69892,1.03909,0.00088021,0.00088021,0.00088021
123,2460.54,1.02719,0.77662,1.1503,0.86072,0.73016,0.82315,0.60606,0.9252,0.6827,1.02671,0.00087922,0.00087922,0.00087922
124,2480.28,1.00845,0.77359,1.15631,0.87929,0.72401,0.82061,0.60633,0.9425,0.68517,1.03229,0.00087823,0.00087823,0.00087823
125,2500.03,0.96182,0.74518,1.12532,0.87348,0.72606,0.81997,0.60527,0.9535,0.69197,1.02757,0.00087724,0.00087724,0.00087724
126,2519.94,1.00101,0.76866,1.13773,0.84759,0.74604,0.82245,0.60111,0.97242,0.69841,1.04021,0.00087625,0.00087625,0.00087625
