epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
99,1902.59,1.01985,0.7701,1.17513,0.86205,0.71354,0.80188,0.54962,1.10503,0.75889,1.09099,0.00090298,0.00090298,0.00090298
100,1921.6,1.02468,0.77448,1.1829,0.85664,0.72822,0.82123,0.57871,1.06044,0.74912,1.08522,0.00090199,0.00090199,0.00090199
101,1940.69,1.03688,0.76663,1.20029,0.83825,0.72657,0.80488,0.57818,1.0201,0.75246,1.07287,0.000901,0.000901,0.000901
102,1959.89,1.05617,0.78017,1.19217,0.85231,0.702,0.79165,0.57171,1.01464,0.78418,1.07484,0.00090001,0.00090001,0.00090001
103,1978.95,1.042,0.76642,1.18652,0.81228,0.72248,0.79272,0.57269,0.96083,0.76212,1.05201,0.00089902,0.00089902,0.00089902
104,1998,0.9854,0.76147,1.17465,0.86334,0.71814,0.81444,0.59525,0.9861,0.73176,1.06742,0.00089803,0.00089803,0.00089803
105,2017.18,1.00748,0.75249,1.1809,0.85012,0.72657,0.7983,0.58234,1.01467,0.74499,1.0624,0.00089704,0.00089704,0.00089704
106,2036.21,1.02179,0.77823,1.17742,0.86032,0.72657,0.80713,0.57836,1.0071,0.75431,1.0695,0.00089605,0.00089605,0.00089605
107,2055.24,1.03066,0.75796,1.19618,0.84898,0.69948,0.79479,0.57104,0.9961,0.78639,1.06357,0.00089506,0.00089506,0.00089506
108,2074.37,0.99611,0.73842,1.17112,0.86176,0.71736,0.80972,0.59418,0.9628,0.75391,1.04662,0.00089407,0.00089407,0.00089407
109,2093.4,1.01277,0.74885,1.18261,0.85424,0.70456,0.79652,0.57854,0.98429,0.81898,1.07121,0.00089308,0.00089308,0.00089308
110,2112.28,1.03727,0.75613,1.19689,0.84036,0.73374,0.81612,0.59506,0.93551,0.73541,1.04147,0.00089209,0.00089209,0.00089209
111,2131.28,1.04001,0.7657,1.19656,0.85822,0.72811,0.81628,0.59248,0.95419,0.716,1.03761,0.0008911,0.0008911,0.0008911
112,2150.17,1.03507,0.78397,1.19895,0.88453,0.71992,0.82523,0.59768,0.99028,0.72472,1.04945,0.00089011,0.00089011,0.00089011
113,2169.18,1.00642,0.75124,1.16683,0.8648,0.71399,0.80801,0.58302,0.98863,0.74336,1.04667,0.00088912,0.00088912,0.00088912
114,2188.28,0.98476,0.73761,1.16535,0.8815,0.70814,0.82644,0.59611,1.01155,0.73408,1.05619,0.00088813,0.00088813,0.00088813
115,2207.41,1.02213,0.76291,1.1885,0.8804,0.70865,0.81195,0.59369,0.95191,0.72936,1.04465,0.00088714,0.00088714,0.00088714
116,2226.32,0.99203,0.74178,1.1697,0.8609,0.72913,0.81596,0.57645,1.0606,0.73871,1.07215,0.00088615,0.00088615,0.00088615
117,2245.29,0.99691,0.75279,1.17746,0.86136,0.72453,0.81546,0.59993,0.93624,0.71962,1.03456,0.00088516,0.00088516,0.00088516
118,2264.43,0.96504,0.72442,1.15208,0.88316,0.73272,0.83215,0.60296,0.9783,0.69217,1.0441,0.00088417,0.00088417,0.00088417
119,2283.41,0.99495,0.7323,1.174,0.87414,0.7235,0.82236,0.60296,0.94357,0.70467,1.02835,0.00088318,0.00088318,0.00088318
120,2302.3,0.98439,0.73312,1.15804,0.83494,0.74078,0.81501,0.57525,1.02338,0.73151,1.04682,0.00088219,0.00088219,0.00088219
121,2321.26,0.97976,0.72653,1.16434,0.87436,0.7091,0.80971,0.58031,0.99497,0.72227,1.06014,0.0008812,0.0008812,0.0008812
122,2340.17,0.97691,0.71819,1.1533,0.89909,0.71173,0.82578,0.60457,0.9867,0.70691,1.06747,0.00088021,0.00088021,0.00088021
123,2359.11,0.97263,0.70952,1.15432,0.89506,0.70353,0.8239,0.60711,0.92745,0.69572,1.02948,0.00087922,0.00087922,0.00087922
124,2378.1,1.01745,0.75159,1.18495,0.89128,0.7094,0.82428,0.60793,0.95,0.71283,1.04162,0.00087823,0.00087823,0.00087823
125,2397.17,0.96428,0.71032,1.14623,0.84923,0.74697,0.82962,0.59093,1.00704,0.69089,1.0534,0.00087724,0.00087724,0.00087724
126,2416.06,0.95357,0.70917,1.14738,0.87071,0.70609,0.81226,0.60621,0.94538,0.7057,1.04193,0.00087625,0.00087625,0.00087625
127,2435.07,0.97909,0.72426,1.14888,0.85208,0.73737,0.81863,0.60134,0.9506,0.71249,1.03341,0.00087526,0.00087526,0.00087526
128,2454.05,0.98103,0.72409,1.15739,0.86666,0.7155,0.81588,0.59937,0.96846,0.70962,1.0347,0.00087427,0.00087427,0.00087427
129,2473.07,0.96374,0.71861,1.15805,0.85844,0.73528,0.82548,0.60673,0.94432,0.69479,1.02897,0.00087328,0.00087328,0.00087328
130,2492.15,0.96883,0.71472,1.15872,0.87213,0.72299,0.80181,0.57411,1.02221,0.72404,1.05495,0.00087229,0.00087229,0.00087229
131,2511.27,0.9354,0.69681,1.13928,0.87846,0.72536,0.82351,0.61694,0.92167,0.68477,1.01991,0.0008713,0.0008713,0.0008713
132,2530.41,0.92462,0.68687,1.12671,0.89242,0.70148,0.81687,0.60521,0.9447,0.70007,1.02692,0.00087031,0.00087031,0.00087031
133,2549.48,0.92278,0.70965,1.12538,0.86499,0.73118,0.81905,0.60826,0.93576,0.70331,1.02285,0.00086932,0.00086932,0.00086932
